'wael #ghonim on el arabeya NOW... #Egypt #jan25'
'Wael @Ghonim with Khaled Said's mother http://twitpic.com/3xrs3e. She traveled down from Alexandria just to see him. #Egypt #Jan25'
'Wael @Ghonim who was detained by #Mubarak regime refuses to talk with non #Egyptian media#Jan25 #Egypt #Tahrir #SecClinton #CNN #AlArabiya'
'Wael @Ghonim who was at #Tahrir Square is now being addressed on NooN #AlAanTV and impact of Social Media on the whole Protests of #Egypt'
'Wael @Ghonim was the spark he isn't the leader every single #Egyptian has the right to seek real #Democracy in #Egypt #Jan25 #Tahrir'
'Wael @Ghonim was blindfolded for 12 days but he helped #Egypt open its eyes after 59 years #jan25'
'Wael @Ghonim was blind folded for 12 days but the #world was blind-folded for more then 30 years #tahir #egypt #jan25 for peace and justice'
'Wael @Ghonim tweets: No more media interviews. Will use FB to communicate to #Egypt.ians.'
'Wael @Ghonim trying to reach #TahrirSquare but says it's blocked. #jan25 #Egypt'
'Wael @Ghonim to Iranians: Learn From Egyptians We Learned From Youhttp://tinyurl.com/4cswynk #Iran #25bahman #iranelections #egypt #jan25'
'Wael @Ghonim to Arabia. Next 10 years we will make Egypt heaven! Great work Wael and all fellow Egyptians. #jan25 #egypt'
'Wael @Ghonim to #Iranians: Learn From Egyptians We Learned From You http://tinyurl.com/4cswynk #Iran #25bahman #iranelections #egypt #jan25'
'Wael @Ghonim to @IvanCNN #CNN: #Mubarak regime negotiation with us consists: rubber bullets detaining water hoses tears gas#Egypt #Jan25'
'Wael @ghonim tells CNN his greatest heroes are Gandhi and M. Zuckerberg #Egypt #cnn #jan25'
'Wael @Ghonim tells Al Jazeera he has had info about Mubarak stepping down since 15 hours ago. #Jan25 #Egypt'
'Wael @Ghonim Talks with CNN Ivan Watson about #Suleiman & #Egypt Here is ur Chance 2 Hear the FACTS as They r Stubborn Things #Jan25 #Feb9'
'Wael @Ghonim speech today at #Tahrir http://ow.ly/3SzAE #Egypt #Jan25'
'Wael @ghonim speech LIVE on Alarabiya #egypt #jan25'
'Wael @ghonim speech at #tahrir square today. http://tinyurl.com/5uchzly  simply proud... #jan25 #egypt'
'Wael @Ghonim Speaks Out: 'the Heroes are the Ones in the Street!' http://t.co/C2EMCZl via @youtube #Jan25 #Egypt #Tahrir'
'wael @Ghonim speaks now to modern channel !! #egypt #tahrir #jan25'
'Wael @Ghonim speaking for @AlMasryAlYoum_E http://ow.ly/3T0Mp #Newspapers #Jan25 #Egypt'
'Wael @Ghonim should at the very least lead the youth movement. He should consider running for President. #egypt #cairo #jan25'
'Wael @Ghonim said: This is Revolution 2.0 #egypt #jan25'
'Wael @ghonim revived this revolution when it need it most. He is a hero whether he likes it or not #egypt #jan25 #tahrir'
'Wael @Ghonim on Twitter. #Egypt'
'Wael @Ghonim on Iran: http://www.iranhumanrights.org/2011/02/wael-ghonim-on-iran/ #jan25 #egypt'
'Wael @ghonim on dream2. He is not agree with the protest going to the palace #jan25 #tahrir #egypt'
'Wael @ghonim on dream2. #jan25 #tahrir #egypt'
'Wael @Ghonim on CNN.Very strong interview.He is the MAN! LISTEN http://bit.ly/e5EURT #anonops #anonymous #egypt #jan25 #Tahrir @dagbladet_no'
'Wael @Ghonim on CNN.Very strong interview.He is the MAN! LISTEN http://bit.ly/e5EURT #anonops #anonymous #egypt #jan25 #Tahrir'
'Wael @Ghonim on CNN: Google executive Wael Ghonim says he is ready to die for change in #Egypt. http://on.cnn.com/hkByQm'
'Wael @Ghonim on CNN now.. #Jan25 #Egypt'
'Wael @Ghonim on CNN -  Rubber bullet negotiation - http://bit.ly/hnX4He #cnn #egypt #jan25'
'Wael @Ghonim on Al-Arabiya: ppl have a right to keep protesting. It's not my place to tell them to go home. #jan25 #Mubarak #Egypt'
'Wael @Ghonim on Al Jazeera now #Egypt #jan25'
'Wael @Ghonim on Al arabiya now. #jan25 #egypt #tahrir #ramallah'
'Wael @Ghonim on AJA #Jan25 #Egypt'
'Wael @ghonim on 60 minutes talking about the Egyptian revolution. http://budurl.com/2qfv #Egypt'
'Wael @Ghonim on #AJE: I'm not a herothe youth behind this demonstration r the heroes. #tahrir #egypt #jan25'
'Wael @Ghonim on @AJArabic now: Situation is complex. We need to think calmly. Studying the situation. Survey to determine. #Jan25 #Egypt'
'Wael @Ghonim now on Dream TV....again #egypt #jan25'
'Wael @Ghonim now on @AJArabic #Jan25 #Egypt'
'Wael @Ghonim made the sun shine. It's a beautiful day here in #Egypt. #jan25'
'Wael @ghonim live on AJA via phonecall: we had a dream and realized our dream but its not over yet #egypt #egypte #egipto'
'Wael @Ghonim just tweeted: he's heading to #Tahrir now! #Jan25 #Egypt'
'Wael @ghonim just tweeted (Arabic): Mubarak your dignity is not important now the blood of Egyptians is. Please leave#Jan25 #Egypt #Tahrir'
'Wael @Ghonim Its good to hear that you are safe and incredible to see you are continuing on the fight. Stay safe. #egypt #Jan25'
'Wael @Ghonim is typical reluctant hero. But Arab world owes him a huge credit for the sweeping wave of change! #Egypt #Libya #Bahrain'
'Wael @Ghonim is the Harry Potter of #Egypt - the underdog wizard of social media'
'Wael @Ghonim is my hero. That guy has more guts than anyone I have ever met in my life. #egypt #WorldRevolution #jan25 #freEgypt'
'Wael @Ghonim is free but many more still detained (illegally) by police. Others still being arrested. #jan25 #Egypt'
'Wael @Ghonim is addressing mass protesters in #Tahrir. #Egypt #Jan25 http://yfrog.com/gz54gpgj'
'wael @Ghonim interviews w. English sub.: Part 1 http://bit.ly/eREo7C Part 2 http://bit.ly/ezAL8x Part 3 http://bit.ly/fIgeAw #Egypt #Jan25'
'Wael @Ghonim interview: Parts 1-3 with English subs: http://bit.ly/ieQ2Br & http://bit.ly/flbG9h & http://bit.ly/e5l9I9. #jan25 #Egypt'
'Wael @Ghonim interview with Dream TV after his release with English subtitles http://bit.ly/gOKyAl #Egypt #Tahrir #Jan25 #Ghonim'
'Wael @Ghonim interview with 60 minutes on CBS http://www.cbsnews.com/video/watch/?id=7346812n&tag=contentMain;cbsCarousel #Egypt #Jan25'
'wael @ghonim interview was ground shattering. I expect today to be a big day in #egypt as a result of it #jan25 http://egypt.alive.in/'
'Wael @Ghonim Interview w/English text Part1http://tinyurl.com/462n7q4 Part2 http://tinyurl.com/46r6o6v #anonops #egypt #jan25 #tunisia #USA'
'Wael @Ghonim Interview w/English text Part1 http://tinyurl.com/462n7q4 Part2 http://tinyurl.com/46r6o6v #anonops #egypt #jan25 #tunisia #USA'
'Wael @Ghonim Interview POWERFUL is an Understatement. #egypt is L{.}{.}King at U http://www.youtube.com/watch?v=QwM0ifjmWic&feature=related'
'Wael @Ghonim interview on Nile TV with English subtitles (#egypt #jan25) http://nblo.gs/e1R5Y'
'Wael @Ghonim interview on http://www.bbc.co.uk/news/world-middle-east-12400128 #Jan25 #Egypt #Tahrir'
'Wael @ghonim interview on CNN http://is.gd/ThhpAx #25Jan #tahrir #Egypt'
'Wael @Ghonim interview on @60minutes http://ow.ly/3Wa82 Wow! This guy's awesome! Great interview. Now that's passion! #Egypt #Jan25 #Mubarak'
'Wael @ghonim interview coming up next on @AC360 #egypt #jan25 #tahrir'
'Wael @ghonim interview coming up next on @AC360 #egypt'
'Wael @Ghonim Interview 1-3 with English transcript - lissping http://t.co/tqYBJ7E #egypt #jan25 /@mumke'
'Wael @Ghonim Interview 1-3 with English transcript - lissping http://t.co/tqYBJ7E #egypt #jan25'
'Wael @Ghonim interview (Eng. sub) http://bikyamasr.com/wordpress/?p=26123 /@BikyaMasr #JAN25 #Egypt #Ghonim /@abu_xales @BikyaMasr @mehrza'
'Wael @Ghonim interview (Eng. sub) http://bikyamasr.com/wordpress/?p=26123 /@BikyaMasr #JAN25 #Egypt #Ghonim /@abu_xales @BikyaMasr'
'Wael @Ghonim Interv. with CNN - CNN.com: http://bit.ly/dZVT1x #Egypt #JAN25'
'Wael @ghonim I miss you. Maybe we could do a little iPhone Facetime later? #Egypt #Tahrir'
'Wael @ghonim house during statement of Mubarak stepping down #egypt #jan25 http://www.youtube.com/watch?v=ZZ8ErTD1QuQ&sns=tw'
'Wael @Ghonim Google exec and one of the protests' organizers says he's wiling to die for #Egypt: what a hero. http://tinyurl.com/49y223j'
'Wael @ghonim for president or at least the head of #egypt's #jan25 movement'
'Wael @Ghonim for President of Egypt 2011!  Long Live #Egypt'
'wael @Ghonim for president of #egypt?'
'Wael @Ghonim fell one day before #Mubarak. He lost his credibility and people's faith in him.Too bad ! #jan25 #egypt #tahrir'
'Wael @Ghonim fell one day before #Mubarak. He lost his credibility and people's faith in him.Too bad ! #jan25 #egypt #ahrir'
'Wael @Ghonim FB page got over 85000 members in one day... http://on.fb.me/gQ78Fp #Egypt #Jan25'
'wael @ghonim fan page got more then 140K fan in less than 24 hours http://t.co/mWzioK2#jan25 #egypt #ghonim'
'Wael @Ghonim expresses his own views and doesn't lead #Jan25 revolution don't criticize him and move on keep it peaceful#Tahrir #Egypt'
'Wael @Ghonim Dream Interview (Eng. subtitles).  Riveting. Must watch if ur following #Egypt. http://bit.ly/hAYnZI #jan25'
'Wael @Ghonim does not want to be idolized or considered a hero. The best way to acknowledge his contributions is give him his wish. #Egypt'
'Wael @ghonim demanding the resignation of the information minister demanding 'freedom of expression' #Jan25 #Egypt'
'Wael @Ghonim CNN interview on negotiations| http://bit.ly/hnX4He #egypt #jan25'
'Wael @Ghonim clearly said he is no hero. Said: he speaks for himself. #jan25 #egypt'
'Wael @Ghonim clarified why did he celebrate yesterday and it is NOT over #jan25 #egypt #tahrir #ramallah'
'Wael @Ghonim Basha in Newsweek http://bit.ly/fFBwi0 ... #Jan25 #Egypt'
'Wael @Ghonim at Tahrir Square #Egypt RT @Zeinobia A New Chronicle: The photo of the Day: At last they met http://goo.gl/fb/B03dY'
'Wael @Ghonim announces demands & ups ante for #Egypt regime: release of all political detainees ability to form political parties...'
'Wael @Ghonim and the Sparking of #Egypt's Revolution article on NewsWeek: http://bit.ly/i42xJJ'
'Wael @Ghonim and Omar Suleiman: The Two Sides of #Egypt #Jan25  http://mar.gy/IeR3'
'Wael @Ghonim and Khaled Saeed's mother http://twitpic.com/3xrxzs via @halmustafa #Jan25 #Egypt'
'Wael @Ghonim and friends' Mubarak's resignation office party http://bit.ly/fNevbG #Jan25 #Egypt via @ArabRevolution'
'Wael @Ghonim and Egypt's New Age Revolution on CBS http://t.co/0UXt3n2 #Jan25 #Tahrir #Egypt'
'Wael @Ghonim and Egypt's New Age Revolution - 60 Minutes - CBS News: http://bit.ly/gvMUpj #Jan25 #Egypt'
'Wael @Ghonim and Egypt's New Age #Revolution http://bit.ly/gA6nqD #Jan25 #egypt #feb11'
'Wael @Ghonim and a couple of others who contributed to #Egypt's revolution are on Dream 2 now. #Jan25 #Egypt'
'Wael @Ghonim and #Egypt's New Age Revolutionhttp://bit.ly/exUXOo #Jan25'
'Wael @Ghonim and #Egypt's New Age Revolution on 60 Mins via Scarce http://bit.ly/hDL66N #Jan26'
'Wael @Ghonim and #Egypt's New Age Revolution on 60 Mins via Scarce http://bit.ly/hDL66N #Jan25'
'Wael @Ghonim and #Egypt's New Age Revolution on #CBS's 60 Minutes http://bit.ly/eeMCtC #Jan25 via @TripleM'
'Wael @Ghonim and #Egypt's New Age Revolution in 60 min http://t.co/rQxx2Mm #jan25'
'Wael @Ghonim and #Egypt's New Age #Revolution: http://bit.ly/hOY7f5 #Jan25'
'Wael @Ghonim and #Egypt 's New Age Revolution http://t.co/JjC8kb5 via @youtube'
'Wael @Ghonim addresses thousands in #Tahrir Square: #Egypt above all! #Jan25 http://t.co/XJOb7Mv via @guardian @monaeltahawy'
'Wael @Ghonim abstract drawing | http://weekly.ahram.org.eg/2011/1034/_bah.htm #Jan25 #Egypt #revolution #Feb11'
'Wael @Ghonim #Egypt New Age Revolution:http://www.cbsnews.com/video/watch/?id=7346812n&amp;tag=related;photovideo?tag=twitter @monaeltahawy'
'Wael @Ghonim #Egypt and Viral Revolution-@NancyScola http://bit.ly/eGCZdl Thoughtful takeaways as usual.'
'WAEL @GHONIM &gt; My call to every Egyptian living abroad. Its time to come back NOW & join your fellow brothers and sisters | #Egypt | #Jan25'
'Wael @Ghonim I tell all Iranians that you should learn from Egyptians because we learned from you #Iran #Egypt http://fb.me/Kgl9EwGE'
'Wael @Ghonim  I don't want to see another logo of the NDP anywhere again let's make his wish and ours come true! #egypt #jan25 #tahrir'
'Wael @Ghonim 's interview now on CNN  #tahrir #jan25 #egypt'
'Wael @Ghonim 's first acknowledgment :  to the brave #YOUTH of #Egypt #jan25 #Tahrir'
'Wael @Ghonim 's account get verified today. Man you become a phenomenon. #Egypt #jan25'
'wael @Ghonim : This is the internet revolution .. I'll call it 'Revolution 2.0'  http://bit.ly/h7e4Oi #Egypt #jan25'
'Wael @ghonim : No more promises #egypt #jan25'
'Wael @Ghonim  you need to sleep shower shave. #Jan25 #Egypt'
'Wael @Ghonim  and friends celebrating in a purely Egyptian fun fashion http://bit.ly/fNevbG #Jan25  #Egypt'
'Wael @ghoneim on #aljazeera now #egypt #jan25 #tahrir'
'wael @ghoneim on #aljazeera now #egypt #jan25 #tahrir'
'Wael @Ghomim denies he asked people to go home (Arabic) http://on.fb.me/ejQ6uL  #Egypt #jan25'
'Waduhhhancur dech tuch palace...xoxo :D RT @Tomtjok: RT @cnnbrk: Hundreds of protesters converge on #Egypt presidential palace http://on'
'wadi gedid martyrs raised to 3 #jan25 #tahrir #egypt'
'Wadi Gdeed (New Valley) district in #Egypt under heavy attack from #Mubarak police.live ammunition being used @andersoncooper @AymanM'
'Wadi Gdeed (New Valley) district in #Egypt under heavy attack from #Mubarak police. live ammunition being used @Ghonim @cnnbrk @CNN'
'Wadi Gdeed (New Valley) district in #Egypt under heavy attack from #Mubarak police. live ammunition being used @AJEnglish @teamcnn'
'wadi el neel st protest picture http://twitpic.com/3t96gl #cairo #egypt #jan25'
'Wade7 eny bastw3eb met2a5ar awi..lessa ba3yat dlw2ti! #Egypt'
'Wade Rathke's blog Spontaneous? No way - How the Muslim Bro. &amp; Communist Party organized Egypt protests. http://bit.ly/heCQrt'
'Wade Rathke is a guy we need to learn about &amp; keep an eye on.http://newzeal.blogspot.com/2011/02/what-did-wade-rathke-know-about-egypt.html'
'Wade in the water wade in the water children. God's gonna' trouble the water... #egypt #revolution'
'WACPhilly Mar 24 Rapidly Changing Face of the Mid East Steve Hadley Bernard Lewis Bob Simon #Libya #Tunisa #Egypt http://bit.ly/hdKX7P'
'Wachten we massaal op de toespraak van legertop in #egypte?'
'Wachten we al 24 uur op die zgn. belangrijke verklaring vh leger - begrijpen #crisis niet echt! #25jan #egypt http://tinyurl.com/49qjec4'
'Wachten op wat mubarak gaat zeggen #egypt'
'Wachten op speech mubarak kan elk moment komen #egypte'
'Wachten op Mubarak hopelijk kondigt hij zijn vertrek aan! #Egypte #ned2'
'Wachten op De toespraak wat waarschijnlijk de belangrijkste toespraak van 2011 gaat worden? #mubarak #egypte'
'Wachten op de toespraak van Mubarak. Die om 21.00 uur zou beginnen. Dit is veel beter dan De Deur van de CDA fractie! #Egypte'
'Wachin CNN World is goin crazy.. Mubarak must go now!!... We stand with #Egyptian people for freedom and #Tibet and #peaceSomalia @siraaji'
'WAaW i feel so intelligent after waching this! dumb californian &gt;http://www.youtube.com/watch?v=pedMB8zM2BQ#California on #Egypt  #jan20'
'wAAt Dhwty nw r pr mAat #Egypt'
'Waarschuwing Cubaanse autoriteiten aan adres van dissidenten http://t.co/lyLseZV #Cuba #OZT #21_26 #Egypt #Libya'
'Waarschijnlijk stapt Mubarak vanavond op en geeft de macht over aan Suleiman! #Egypte'
'Waarschijnlijk is het de laatste avond dat er nog grote groepen mensen op het Tahrirplein zijn. #Jan25 #Egypt #Egypte'
'Waarop stapt die Mubarak niet gewoon op? #egypt'
'Waarom zit Rosenthal niet bij #nieuwsuur? En waarom zagen we hem niet in het journaal? #egypt'
'Waarom wordt Al Jazeera English door de kabelboeren niet doorgegeven ?Delta weigert zonder opgave van reden de doorgifte !! #Tahrir #Egypt'
'Waarom treed die Mubarak niet gewoon af... Allemaal onnodig bloedvergieten afzetten die vent! #egypte'
'Waarom staan strijders voor #democratie steeds in de kou als die niet strookt met onze belangen die van het Westen? #Egypte #Rutte #Obama'
'Waarom staan #egypt en #mubarak niet bij de trends van vandaag?? #durftevragen'
'waarom probeert iedereen een stoere #egypte grap te maken?!?! #vreselijk #irritant'
'Waarom niet de tickertape vervangen door simultane vertaling Mubarak. #nos #egypte'
'Waarom Mubarak treuzelde met aftreden: http://bit.ly/egN6nh'
'Waarom maakt iedereen zich zo druk om een paar vierkantie km zand?  #egypte'
'Waarom krijg ik het idee dat de verklaring van leger in #egypte gaat betekenen dat iedereen van straat af wordt geknuppeld? #egypt'
'Waarom kan de tolk van #CNN wel 1 op 1 vertalen en onze midden-oosten-specialist Mustapha dat niet?? #durftevragen #egypt #oukbih'
'Waarom is het zo leeg in het midden van dat plein in egypte ? #durftevragen #egypte'
'Waarom is dit dit zo indrukwekkend? #bijzonderetijden http://bit.ly/fBRojN Egypt's Facebook movement (from @cnn)'
'Waarom is de media zo enthousiast over #Egypte? Niks vrijheid of democratie militairen zijn nu aan de macht :s'
'Waarom is de media zo enthousiast over #Egypte? Niks geen vrijheid of democratie militairen zijn nu aan de macht :s'
'Waarom is #Egypt nog niet trending?'
'Waarom gebruiken politici zoveel 'waar het om gaat is...' - waar het echt om gaat is een directe vraag direct beantwoorden #egypt'
'Waarheen Mubarak? Waarheen Rosenthal? - http://weblogs.amnesty.nl/mensenrechtenvandaag/2011/02/08/ #Egypte #rutte'
'waar?? RT @SaidBoudriz: Wow. Great pictures from Tahrir Square. #jan25 #egypt'
'Waar zit #radio1in #groningen #050? #egypt'
'waar zijn de ondertitels #egypte #ned2'
'Waar zijn de Nederlandse politici en hun praatjes over democratie? #jan25 #egypte #Nederland #hypocrisie'
'Waar was oorlog in Irak danRT @amirkhella: OMG! Must see! Fox News doesn't even know where #Egypt is on the map: http://plixi.com/p/73294801'
'Waar was jij? #egypte #25jan #10feb'
'Waar was jij toen.... #Egypte'
'Waar was jij toen Mubarak opstapte? Op twitter natuurlijk ;-) #egypte #feest'
'Waar was jij op 11 februari 2011 om 17.05uur? #durftevragen #Egypte #Mubarak #jan25'
'Waar was die poppenkast gisteravond voor nodig vraag ik me af ? #egypt'
'Waar was dat hele circus gisteren dan goed voor? :p RT @YosraF Mubarak steps down!! JEEEEEEEEEJ #egypt'
'Waar waren jullie toen Mubarak aftrad?Ik was in de keuken. #egypt'
'Waar waren die juichers en betweters de afgelopen 30 jaar? #egypt'
'Waar Twitter al niet goed voor is ben zojuist gebeld door een journalist van Dagblad Parool over de situatie reis #Egypte #Niletravel'
'Waar kan ik de kamervragen van Timmermans en Eijsink vinden over de wapenexport naar #Egypte (8 februari)? #durftevragen #dtv'
'Waar is Ra wanneer je hem nodig hebt??? #egypte #mubarak'
'Waar is da feestje? Tahrir is da feestje! #egypt'
'Waar is da feestje? http://bit.ly/dFgp4L #egypte'
'Waar het allemaal om draait. RT @NOSLondon: Hij is goed! Cartoon over Obama in The Times. #Egypt http://yfrog.com/gyypncsj'
'Waar hebben ze die tolk weg joh op ned1? Rtl 4 wint de tolkstrijd...#egypte'
'Waanzinnige vrolijke blije beelden vanuit #Egypt via #AlJazeera'
'Waah. I'm still glad this didn't happen in #Egypt RT @BBCBreaking: Human Rights Watch now say  at least 173 people killed in Libyan protests'
'Waah RT @Forbes Hackers build Android encryption apps for #Egypt http://bit.ly/dYMBuG'
'Waagh After being in egypt for so long I feel as if Malaysia is too gorgeous for my eyes. It's like I'm a foreigner in my own country'
'WAAAwwwww #Tahrir is packed for Pro-Democracy #Jan25 unprecedented unity hart worming view #Egypt  Yes Egypt yes to the #LibertySquare Unite'
'waaaaww ~ Congrats Egypt ~ !! akhir ny impian kalian terkabul juga ~~ :)'
'Waaaaaow  cannot stop crying ......allahu Akbar #egypt #jan25'
'Wa7ed..tnein men7ebbak ya abu 7sein chants crowd infront of  #Egypt embassy in #Amman #Jo #jan25'
'Wa7ed..tnein el Jazeera fein?! chants crowd infront of #Egypt embassy in #Amman #Jo #jan25 @KhaledHijab'
'Wa7ed..tnein el Jazeera fein?! chants crowd infront of  #Egypt embassy in #Amman #Jo #jan25'
'Wa7ed...Etneen...El Sha3b El 3arabi Feiiin?? #Libya #Egypt #Arabs'
'Wa7ed rama nafso mn 3al kobry 15 mayo 7alan w by3om 3ady #Egypt #Jan25  http://plixi.com/p/77826312'
'wa7ed men el nas is heartbreaking =s #Tahrir tomorrow for the martyrs #Egypt #Jan25'
'wa7ed masry .. new ring tone for me #tahrir #egypt #25jan http://www.youtube.com/watch?v=rvOFRzEu5Ec&feature=player_embedded'
'wa7ed bs hwa ely ye2dar yo2af 2odam elkazzafy &gt;&gt;&gt; el2armoooty w ye2lebha nawawy b2a... :) #Libya #feb17 #Egypt #Jan25'
'wa7da etslt btv el masry w 2lt ana motkeda en kol ely fel ta7rir e5wan el moze3 2al leh 2alt shfthm bytwada w ba3denbysalo bgd #Egypt #Jan25'
'Wa7da bet2ol kefya moazahrat ahmed shafik ragel kowayes we 'SHAKLO' 7aye3mel ely ento 3ayzeno #Egypt #Tahrir #jan25'
'wa2el ghoniem s crying once again not for his weakness but for martyrs n said he s stronger than #solieman n #mubarak...#egypt'
'Wa wa wee wa not sure how I missed this http://tinyurl.com/yd3tpgq (Yes I do thx #Egypt). BIG DEAL PEOPLE. #newUSwar gets official.'
'wa sawfa nakoune lahoum bil mirsad.... Brilya 90 (Adel Imam- Al za3im) #egypt #tunisie'
'Wa qad fahem elGeish ma 7adath fi yawm el Gom3a mn alekhwan el muslemeen #Jan25 #Egypt'
'WA Post: &quot;In Yemen female activist strives for an Egypt-like revolution&quot; - http://t.co/U7k7ciw via @washingtonpost'
'wa halass http://vimeo.com/19845513 scenes of celebration in #egypt'
'W00T!!!! .. Twitter n Google get together to produce a revolutionary search tool~ http://bit.ly/gDCSGH ++++ GSP Jules Verne #egypt'
'W00T!!!! -- Google n Twitter combine to put out a revolutionary SearchEngine~ http://bit.ly/fBZio8 @@@ #egypt PCs Adrian Gonzalez'
'W00T!!! TOTALLY DON'T UNDERSTAND THIS==&gt; http://tinyurl.com/4crcprd &lt;==HIAMFeb17 Tiwa Savage Congrats Egypt'
